college,course,code,fees,location,cao_score,interest,job_domain,personality
Dundalk Institute of Technology,BSc (Hons) in Computing in Software Development,DKA100,3500,Dundalk,236,UX Designer,IT,extraverted
Dundalk Institute of Technology,BSc (Hons) in Computing Systems and Operations (Software Development and DevOps),DKA101,3500,Dundalk,238,Applications Developer,IT,responsible
Dundalk Institute of Technology,BSc (Hons) in Construction Management,DKA102,3500,Dundalk,370,Business Analyst,Management,dependable
Dundalk Institute of Technology,BSc (Hons) in Construction Project Management,DKA103,3500,Dundalk,423,Human Resources,Management,lively
Dundalk Institute of Technology,BSc (Hons) in Food Production,DKA104,3500,Dundalk,361,Pilot,Non_IT,serious
Dundalk Institute of Technology,BSc (Hons) in General Nursing,DKA105,3500,Dundalk,487,Teacher,Support,extraverted
Dundalk Institute of Technology,BSc (Hons) in Health and Physical Activity,DKA106,3500,Dundalk,300,Technical Support,Support,responsible
Dundalk Institute of Technology,BSc (Hons) in Intellectual Disability Nursing,DKA107,3500,Dundalk,245,Banker,Support,dependable
Dundalk Institute of Technology,BSc (Hons) in Mathematics and Data Science,DKA108,3500,Dundalk,387,CRM Technical Developer,IT,lively
Dundalk Institute of Technology,BSc (Hons) in Mental Health Nursing,DKA109,3500,Dundalk,359,Teacher,Support,serious
Dundalk Institute of Technology,BSc (Hons) in Midwifery,DKA110,3500,Dundalk,275,Human Resources,Non_IT,extraverted
Dundalk Institute of Technology,BSc (Hons) in Science with 2 Award options: Biopharmaceutical Science / Environmental Bioscience,DKA111,3500,Dundalk,439,Banker,Non_IT,responsible
Dundalk Institute of Technology,BSc (Hons) in Sustainable Agriculture/Agri-Food Production,DKA112,3500,Dundalk,234,Business Analyst,Non_IT,dependable
Dundalk Institute of Technology,BSc in Agriculture,DKA113,3500,Dundalk,423,Pilot,Non_IT,lively
Dundalk Institute of Technology,BSc in Architectural Technology,DKA114,3500,Dundalk,544,Human Resources,Non_IT,serious
Dundalk Institute of Technology,BSc in Augmented and Virtual Reality,DKA115,3500,Dundalk,428,Database Developer,IT,extraverted
Dundalk Institute of Technology,BSc in Bioscience,DKA116,3500,Dundalk,208,Banker,Non_IT,responsible
Dundalk Institute of Technology,BSc in Building Surveying,DKA117,3500,Dundalk,404,Business Analyst,Non_IT,dependable
Dundalk Institute of Technology,BSc in Computing,DKA118,3500,Dundalk,340,Mobile Applications Developer,IT,lively
Dundalk Institute of Technology,BSc in Computing Systems and Operations (Software Development and DevOps),DKA119,3500,Dundalk,599,Network Security Engineer,IT,serious
Dundalk Institute of Technology,BSc in Construction Management,DKA120,3500,Dundalk,517,Pilot,Non_IT,extraverted
Dundalk Institute of Technology,BSc in Pharmaceutical Science,DKA121,3500,Dundalk,214,Human Resources,Non_IT,responsible
Dundalk Institute of Technology,BSc in Veterinary Nursing,DKA122,3500,Dundalk,238,Technical Support,Support,dependable
Dundalk Institute of Technology,Building Information Modelling (using Autodesk Revit),DKA123,3500,Dundalk,240,Accountant,Management,lively
Dundalk Institute of Technology,Carpentry / Joinery,DKA124,3500,Dundalk,576,Banker,Non_IT,serious
Dundalk Institute of Technology,Certificate in 2D & 3D Digital Animation Production,DKA125,3500,Dundalk,280,Software Developer,IT,extraverted
Dundalk Institute of Technology,Certificate in Accounting,DKA126,3500,Dundalk,514,Business Analyst,Management,responsible
Dundalk Institute of Technology,Certificate in Adult Respiratory Nursing Practice,DKA127,3500,Dundalk,355,Banker,Support,dependable
Dundalk Institute of Technology,Certificate in Advanced Comprehensive Health Assessment for Midwives,DKA128,3500,Dundalk,541,Teacher,Support,lively
Dundalk Institute of Technology,Certificate in Advanced Veterinary Analytical Techniques,DKA129,3500,Dundalk,341,Technical Support,Support,serious
Dundalk Institute of Technology,Certificate in Animal Biotechnology,DKA130,3500,Dundalk,572,Banker,Support,extraverted
Dundalk Institute of Technology,Certificate in Animal Production,DKA131,3500,Dundalk,457,Teacher,Support,responsible
Dundalk Institute of Technology,Certificate in Applied Electrical Engineering,DKA132,3500,Dundalk,323,Business Analyst,Non_IT,dependable
Dundalk Institute of Technology,Certificate in Archaeological Excavation and Recording,DKA133,3500,Dundalk,551,Pilot,Non_IT,lively
Dundalk Institute of Technology,Certificate in Assessment and Feedback,DKA134,3500,Dundalk,585,Human Resources,Non_IT,serious
Dundalk Institute of Technology,Certificate in Audio-Visual Production for Online Platforms,DKA135,3500,Dundalk,465,Software Engineer,IT,extraverted
Dundalk Institute of Technology,Certificate in Bio Energy,DKA136,3500,Dundalk,580,Banker,Non_IT,responsible
Dundalk Institute of Technology,Certificate in Building Energy Management,DKA137,3500,Dundalk,264,Business Analyst,Non_IT,dependable
Dundalk Institute of Technology,"Certificate in Clinical Governance, Leadership and Evidence Based Veterinary Care",DKA138,3500,Dundalk,433,Human Resources,Management,lively
Dundalk Institute of Technology,Certificate in Communication Skills,DKA139,3500,Dundalk,216,Accountant,Management,serious
Dundalk Institute of Technology,Certificate in Comprehensive Advanced Health Assessment,DKA140,3500,Dundalk,446,Technical Support,Support,extraverted
Atlantic Technological University - Donegal Letterkenny Campus,AU312 Communications with English,AU312,3000,Letterkenny,287,Business Analyst,Management,responsible
Atlantic Technological University - Donegal Letterkenny Campus,AU311 Corporate Law,AU311,3000,Letterkenny,287,Pilot,Non_IT,dependable
Atlantic Technological University - Donegal Letterkenny Campus,AU310 LLB,AU310,3000,Letterkenny,280,Human Resources,Non_IT,lively
Atlantic Technological University - Donegal Letterkenny Campus,AU330 Design (Common Entry),AU330,3000,Letterkenny,503,Banker,Non_IT,serious
Atlantic Technological University - Donegal Letterkenny Campus,AU330 Animation,AU330,3000,Letterkenny,307,Software Quality Assurance (QA) / Testing,IT,extraverted
Atlantic Technological University - Donegal Letterkenny Campus,AU330 Fashion Design with Promotion,AU330,3000,Letterkenny,420,Human Resources,Management,responsible
Atlantic Technological University - Donegal Letterkenny Campus,AU330 Film & Media Production,AU330,3000,Letterkenny,318,Banker,Support,dependable
Atlantic Technological University - Donegal Letterkenny Campus,AU330 Graphic & UX Design,AU330,3000,Letterkenny,268,Systems Security Administrator,IT,lively
Atlantic Technological University - Donegal Letterkenny Campus,AU321 Athletic Therapy and Exercise Rehabilitation,AU321,3000,Letterkenny,569,Teacher,Support,serious
Atlantic Technological University - Donegal Letterkenny Campus,AU322 Hospitality Management Ab-initio,AU322,3000,Letterkenny,334,Accountant,Management,extraverted
Atlantic Technological University - Donegal Letterkenny Campus,AU320 Sport & Exercise (Common Entry),AU320,3000,Letterkenny,332,Technical Support,Support,responsible
Atlantic Technological University - Donegal Letterkenny Campus,AU320 Sport & Exercise with Performance and Well-being,AU320,3000,Letterkenny,389,Banker,Support,dependable
Atlantic Technological University - Donegal Letterkenny Campus,AU320 Sport & Exercise with Physical Education,AU320,3000,Letterkenny,474,Teacher,Support,lively
Atlantic Technological University - Donegal Letterkenny Campus,AU300 Accounting,AU300,3000,Letterkenny,508,Business Analyst,Management,serious
Atlantic Technological University - Donegal Letterkenny Campus,AU301 Business,AU301,3000,Letterkenny,358,Human Resources,Management,extraverted
Atlantic Technological University - Donegal Letterkenny Campus,AU302 Marketing with Online Technologies,AU302,3000,Letterkenny,499,Accountant,Management,responsible
Atlantic Technological University - Donegal Letterkenny Campus,AU343 Architectural Technology,AU343,3000,Letterkenny,490,Business Analyst,Non_IT,dependable
Atlantic Technological University - Donegal Letterkenny Campus,AU342 Construction Management,AU342,3000,Letterkenny,236,Pilot,Non_IT,lively
South East Technological University,Bachelor of Business (Hons) (Common Entry) (SE402),SE402,10250,Carlow,219,Human Resources,Non_IT,serious
South East Technological University,Bachelor of Business (Honours) in Business Management (SE401),SE401,10250,Carlow,306,Business Analyst,Management,extraverted
South East Technological University,Bachelor of Business Hons (Human Resource Management) (SE414),SE414,10250,Carlow,597,Human Resources,Management,responsible
South East Technological University,Bachelor of Business (Honours) in International Business (SE401),SE401,10250,Carlow,395,Accountant,Management,dependable
South East Technological University,Bachelor of Business Hons (Accounting) (SE407),SE407,10250,Carlow,544,Business Analyst,Management,lively
South East Technological University,Bachelor of Business Hons (Management) (SE414),SE414,10250,Carlow,261,Human Resources,Management,serious
South East Technological University,Bachelor of Business Hons (Marketing) (SE401),SE401,10250,Carlow,242,Accountant,Management,extraverted
South East Technological University,Bachelor of Business (Hons) in Business Information Systems (BIS) (SE409),SE409,10250,Carlow,514,Business Analyst,Management,responsible
South East Technological University,Bachelor of Business (Honours) in Business with Law (SE403),SE403,10250,Carlow,469,Human Resources,Management,dependable
South East Technological University,Bachelor of Business (Honours) in Finance and Accounting (SE401),SE401,10250,Carlow,585,Technical Support,Support,lively
South East Technological University,Higher Certificate in Business with Law (SE421),SE421,7750,Carlow,336,Banker,Support,serious
South East Technological University,Bachelor of Science (Honours) in Cybercrime and IT Security (SE606),SE606,10250,Carlow,335,Technical Support,IT,extraverted
South East Technological University,Bachelor of Science in Cybercrime and IT Security (SE612),SE612,10250,Carlow,536,UX Designer,IT,responsible
South East Technological University,Bachelor of Science (Honours) in Computing in Interactive Digital Art and Design (SE608),SE608,10250,Carlow,496,Applications Developer,IT,dependable
South East Technological University,Bachelor of Science in Computing in Interactive Digital Art and Design (SE615),SE615,10250,Carlow,500,CRM Technical Developer,IT,lively
South East Technological University,Bachelor of Science (Honours) in Computer Games Development (SE607),SE607,10250,Carlow,322,Database Developer,IT,serious
South East Technological University,Bachelor of Science (Honours) in Software Development (SE603),SE603,10250,Carlow,237,Mobile Applications Developer,IT,extraverted
South East Technological University,Bachelor of Science in Software Development (SE609),SE609,10250,Carlow,513,Network Security Engineer,IT,responsible
South East Technological University,Bachelor of Science (Honours) in Information Technology Management (SE601),SE601,10250,Carlow,525,Software Developer,IT,dependable
South East Technological University,Bachelor of Science in Information Technology Management (SE614),SE614,10250,Carlow,488,Software Engineer,IT,lively
South East Technological University,Higher Certificate Science in Computing (with Options in Applications or Programming) (SE616),SE616,7750,Carlow,275,Software Quality Assurance (QA) / Testing,IT,serious
South East Technological University,Bachelor of Science (Honours) Common Entry (SE500),SE500,10250,Carlow,362,Banker,Non_IT,extraverted
South East Technological University,Bachelor of Science (Honours) in Biosciences with Biopharmaceuticals (SE500),SE500,10250,Carlow,308,Business Analyst,Non_IT,responsible
South East Technological University,Bachelor of Science (Honours) in Pharmaceutics and Drug Formulation (SE500),SE500,10250,Carlow,369,Pilot,Non_IT,dependable
South East Technological University,Bachelor of Science (Honours) in Brewing and Distilling (SE521),SE521,10250,Carlow,525,Human Resources,Non_IT,lively
South East Technological University,Bachelor of Science in Biosciences (SE515),SE515,10250,Carlow,234,Banker,Non_IT,serious
South East Technological University,Bachelor of Science in Analytical Science (SE513),SE513,10250,Carlow,318,Business Analyst,Non_IT,extraverted
South East Technological University,Higher Certificate Science in Applied Biology or Applied Chemistry (SE516),SE516,7750,Carlow,363,Teacher,Support,responsible
South East Technological University,Higher Certificate in Science in Pharmacy Technician Studies (SE937),SE937,7750,Carlow,204,Pilot,Non_IT,dependable
South East Technological University,Bachelor of Engineering (Honours) in Electronic Systems (SE708),SE708,10250,Carlow,449,Human Resources,Non_IT,lively
South East Technological University,Bachelor of Engineering in Electronic Engineering (SE722),SE722,10250,Carlow,339,Banker,Non_IT,serious
South East Technological University,Bachelor of Science (Honours) in TV and Media Production (SE208),SE208,10250,Carlow,316,Technical Support,Support,extraverted
South East Technological University,Bachelor of Science in TV and Media Production (SE212),SE212,10250,Carlow,398,Banker,Support,responsible
South East Technological University,Bachelor of Engineering in Aircraft Systems (SE729),SE729,10250,Carlow,583,Business Analyst,Non_IT,dependable
South East Technological University,Bachelor of Engineering (Honours) Agricultural Systems Engineering (SE732),SE732,10250,Carlow,418,Teacher,Support,lively
South East Technological University,Bachelor of Engineering Agricultural Systems Engineering (SE733),SE733,10250,Carlow,596,Technical Support,Support,serious
South East Technological University,Bachelor of Engineering in Mechanical Engineering (SE724),SE724,10250,Carlow,253,Pilot,Non_IT,extraverted
South East Technological University,Bachelor of Science in Pilot Studies (SE715),SE715,10250,Carlow,481,Human Resources,Non_IT,responsible
South East Technological University,Bachelor of Engineering (Honours) in Mechanical Engineering (SE711),SE711,10250,Carlow,256,Banker,Non_IT,dependable
South East Technological University,Bachelor of Engineering (Honours) in Aerospace Engineering (SE714),SE714,10250,Carlow,252,Business Analyst,Non_IT,lively
South East Technological University,Bachelor of Science (Honours) in Sustainable Farm Management and Agribusiness (SE5030,SE5030,10250,Carlow,557,Banker,Support,serious
South East Technological University,Bachelor of Science (Honours) Organic Agriculture (SE517),SE517,10250,Carlow,563,Teacher,Support,extraverted
South East Technological University,Bachelor of Science Organic Agriculture (SE518),SE518,10250,Carlow,462,Technical Support,Support,responsible
South East Technological University,Bachelor of Science in Sustainable Farm Management and Agribusiness (SE509),SE509,10250,Carlow,483,Pilot,Non_IT,dependable
South East Technological University,Bachelor of Education (Honours) in Early Childhood Education and Practice (SE912),SE912,10250,Carlow,222,Banker,Support,lively
South East Technological University,Bachelor of Education in Early Childhood Education and Practice (SE934),SE934,10250,Carlow,500,Teacher,Support,serious
South East Technological University,Bachelor of Arts (Honours) in Applied Social Studies in Professional Social Care (SE917),SE917,10250,Carlow,569,Human Resources,Non_IT,extraverted
South East Technological University,Bachelor of Business (Honours) Common Entry (SE402),SE402,10250,Carlow,382,Banker,Non_IT,responsible
South East Technological University,Bachelor of Business (Honours) in Business (SE402),SE402,10250,Carlow,215,Accountant,Management,dependable
South East Technological University,Bachelor of Business (Honours) in Digital Marketing (SE402),SE402,10250,Carlow,531,Business Analyst,Management,lively
South East Technological University,Bachelor of Business Common Entry (Options in Business & Digital Marketing) (SE416),SE416,10250,Carlow,323,Human Resources,Management,serious
South East Technological University,Bachelor of Business in Business (SE416),SE416,10250,Carlow,288,Accountant,Management,extraverted
South East Technological University,Bachelor of Business in Digital Marketing (SE416),SE416,10250,Carlow,550,Business Analyst,Non_IT,responsible
South East Technological University,Higher Certificate in Business (XBS) (SE420),SE420,7750,Carlow,494,Business Analyst,Management,dependable
South East Technological University,Bachelor of Science (Honours) in Tourism and Event Management (SE922),SE922,10250,Carlow,494,Technical Support,Support,lively
South East Technological University,Bachelor of Science in Tourism and Event Management (SE925),SE925,10250,Carlow,521,Banker,Support,serious
South East Technological University,Bachelor of Arts (Honours) Visual Communications and Design (SE204),SE204,10250,Carlow,256,Pilot,Non_IT,extraverted
South East Technological University,Bachelor of Arts Visual Communications and Design (SE210),SE210,10250,Carlow,234,Human Resources,Non_IT,responsible
South East Technological University,Bachelor of Arts (Honours) in Art (SE207),SE207,10250,Carlow,431,Banker,Non_IT,dependable
South East Technological University,Bachelor of Arts in Art (SE211),SE211,10250,Carlow,440,Business Analyst,Non_IT,lively
South East Technological University,Bachelor of Engineering (Honours) Agricultural Systems Engineering (SE732),SE732,10250,Carlow,490,Pilot,Non_IT,serious
South East Technological University,Bachelor of Engineering Agricultural Systems Engineering (SE733),SE733,10250,Carlow,449,Human Resources,Non_IT,extraverted
"Carlow College, St Patrick's",B.A. in Arts & Humanities (PC402),PC402,10250,Carlow,387,Teacher,Support,responsible
"Carlow College, St Patrick's",B.A. in Applied Social Studies (Professional Social Care)(PC404),PC404,10250,Carlow,342,Banker,Non_IT,dependable
"Carlow College, St Patrick's",BA (Hons) in Arts & Humanities (PC410),PC410,10250,Carlow,374,Business Analyst,Non_IT,lively
"Carlow College, St Patrick's",BA (Hons) in English & History (PC411),PC411,10250,Carlow,325,Pilot,Non_IT,serious
"Carlow College, St Patrick's","BA (Hons) in Social, Political & Community Studies (PC405)",PC405,10250,Carlow,416,Technical Support,Support,extraverted
"Carlow College, St Patrick's",BA (Hons) in Psychology (PC414),PC414,10250,Carlow,459,Human Resources,Non_IT,responsible
"Carlow College, St Patrick's","BA (Hons) in Philosophy, Politics & Sociology (PC415)",PC415,10250,Carlow,520,Banker,Non_IT,dependable
"Carlow College, St Patrick's","BA (Hons) in Media, English & Culture (PC416)",PC416,10250,Carlow,347,Business Analyst,Non_IT,lively
"Carlow College, St Patrick's",BA (Hons) in Applied Social Studies (Professional Social Care) (PC000),PC000,10250,Carlow,288,Banker,Support,serious
NUI Galway,GY322 Agricultural Science,GY322,7408,Galway,570,Teacher,Support,extraverted
NUI Galway,GY408 Biomedical Engineering,GY408,7408,Galway,475,Pilot,Non_IT,responsible
NUI Galway,GY303 Biomedical Science,GY303,7408,Galway,323,Human Resources,Non_IT,dependable
NUI Galway,GY304 Biotechnology,GY304,7408,Galway,261,Banker,Non_IT,lively
NUI Galway,GY402 Civil Engineering,GY402,7408,Galway,226,Business Analyst,Non_IT,serious
NUI Galway,GY350 Computer Science and Information Technology,GY350,7408,Galway,264,Systems Security Administrator,IT,extraverted
NUI Galway,GY314 Earth and Ocean Sciences,GY314,7408,Galway,424,Pilot,Non_IT,responsible
NUI Galway,GY414 Electrical and Electronic Engineering,GY414,7408,Galway,271,Human Resources,Non_IT,dependable
NUI Galway,GY406 Electronic and Computer,GY406,7408,Galway,212,Technical Support,IT,lively
NUI Galway,GY413 Energy Systems,GY413,7408,Galway,412,Banker,Non_IT,serious
NUI Galway,GY401 Engineering (Undenominated),GY401,7408,Galway,572,Business Analyst,Non_IT,extraverted
NUI Galway,GY313 Environmental Health and Safety,GY313,7408,Galway,452,Pilot,Non_IT,responsible
NUI Galway,GY308 Environmental Science,GY308,7408,Galway,459,Human Resources,Non_IT,dependable
NUI Galway,GY309 Financial Mathematics and Economics,GY309,7408,Galway,426,Banker,Non_IT,lively
NUI Galway,GY321 Genetics and Genomics,GY321,7408,Galway,252,Technical Support,Support,serious
NUI Galway,GY310 Marine Science,GY310,7408,Galway,522,Business Analyst,Non_IT,extraverted
NUI Galway,GY319 Mathematical Science,GY319,7408,Galway,302,Pilot,Non_IT,responsible
NUI Galway,GY405 Mechanical Engineering,GY405,7408,Galway,323,Human Resources,Non_IT,dependable
NUI Galway,"GY320 Physics-degree options in Applied, Astrophysics, Biomedical, Climate, Theoretical",GY320,7408,Galway,571,Banker,Non_IT,lively
NUI Galway,GY410 Project and Construction Management,GY410,7408,Galway,406,Business Analyst,Non_IT,serious
NUI Galway,GY301 Science,GY301,7408,Galway,371,Pilot,Non_IT,extraverted
Mayo Sligo Leitrim ETB,48532 Adult Basic Education,48532,4500,Mayo,356,Banker,Support,responsible
Mayo Teagasc Training Centre - Ballinrobe,Adult Green Cert - Part-time (5M20454 6S20487),5M20454 6S20487,5200,Mayo,281,Teacher,Support,dependable
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Agriculture (5M20454),5M20454,6548,Mayo,301,Technical Support,Support,lively
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Agriculture - Advanced - Green Cert (6M20486),6M20486,5648,Mayo,256,Banker,Support,serious
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Agriculture - Green Cert (5M20454 6S20487),5M20454 6S20487,2458,Mayo,278,Teacher,Support,extraverted
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animal Care (5M2768),5M2768,4500,Mayo,356,Technical Support,Support,responsible
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Animal Grooming (5N0752),5N0752,5200,Mayo,281,Banker,Support,dependable
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animal Science - Advanced (6M5153),6M5153,6548,Mayo,301,Teacher,Support,lively
Mayo College of FE & Training - Ballina Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Animation (5M5048),5M5048,5648,Mayo,256,UX Designer,IT,serious
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Art (6M4029),6M4029,2458,Mayo,278,Human Resources,Non_IT,extraverted
St. Louis Community School,Art (114358),114358,4500,Mayo,356,Banker,Non_IT,responsible
ATU - Mayo Campus and ATU - Atlantic Technological University,Art - Contemporary Art Practices (GA_ACOAG_B07),GA_ACOAG_B07,5200,Mayo,281,Business Analyst,Non_IT,dependable
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Art - Life Drawing (98497),98497,6548,Mayo,301,Pilot,Non_IT,lively
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Astronomy (101421),101421,5648,Mayo,256,Human Resources,Non_IT,serious
National Learning Network Mayo - Castlebar,Autism Support Programme - The Hub (110699),110699,2458,Mayo,278,Technical Support,Support,extraverted
Mayo Sligo Leitrim ETB,Back to Education Initiative BTEI (108635),108635,4500,Mayo,356,Banker,Support,responsible
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Beauty Therapy (6M3479),6M3479,5200,Mayo,281,Teacher,Support,dependable
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Beauty Therapy (5M3471),5M3471,6548,Mayo,301,Technical Support,Support,lively
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Beekeeping (5N2554),5N2554,5648,Mayo,256,Banker,Non_IT,serious
St. Louis Community School,Bookkeeping Manual & Computerised (5N1354),5N1354,2458,Mayo,278,Business Analyst,Non_IT,extraverted
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Business - Advanced (6M4985),6M4985,4500,Mayo,356,Human Resources,Management,responsible
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Business Studies Administration with Marketing (5M2102),5M2102,5200,Mayo,281,Accountant,Management,dependable
National Learning Network Mayo - Castlebar,Career Pathways (3M0935 4M0857),3M0935 4M0857,6548,Mayo,301,Business Analyst,Management,lively
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Cleanroom Operations (5N1921),5N1921,5648,Mayo,256,Banker,Support,serious
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Computer Systems & Networks - Network Technician - Advanced (6M0695),6M0695,2458,Mayo,278,Applications Developer,IT,extraverted
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Computer Systems & Networks with Mobile Technologies - Network Technician (5M0536),5M0536,4500,Mayo,356,CRM Technical Developer,IT,responsible
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Creative Application Ceramics (6N3445),6N3445,5200,Mayo,281,Pilot,Non_IT,dependable
ATU - Mayo Campus and ATU - Atlantic Technological University,Culture & Environment - Castlebar Campus (AU591),AU591,6548,Mayo,301,Human Resources,Non_IT,lively
ATU - Mayo Campus and ATU - Atlantic Technological University,Cybersecurity Operations (GA_KCYGC_V09),GA_KCYGC_V09,5648,Mayo,256,Database Developer,IT,serious
ATU - Mayo Campus and ATU - Atlantic Technological University,Cybersecurity Risk & Compliance (GA_KCYGC_L08),GA_KCYGC_L08,2458,Mayo,278,Mobile Applications Developer,IT,extraverted
ATU - Mayo Campus and ATU - Atlantic Technological University,Data Cybersecurity (GA_KDCGC_N07),GA_KDCGC_N07,4500,Mayo,356,Network Security Engineer,IT,responsible
ATU - Mayo Campus and ATU - Atlantic Technological University,Digital Media & Marketing (GA_BDMGC_V09),GA_BDMGC_V09,5200,Mayo,281,Software Developer,IT,dependable
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Disability Studies with SNA (5M4468),5M4468,6548,Mayo,301,Teacher,Support,lively
ATU - Mayo Campus and ATU - Atlantic Technological University,Early Childhood Education & Care - Castlebar Campus (AU491),AU491,5648,Mayo,256,Technical Support,Support,serious
ATU - Mayo Campus and ATU - Atlantic Technological University,Early Childhood Education & Care - Castlebar Campus (AU592),AU592,2458,Mayo,278,Banker,Support,extraverted
ATU - Mayo Campus and ATU - Atlantic Technological University,Early Childhood Education & Care - Castlebar Campus (AU695),AU695,4500,Mayo,356,Teacher,Support,responsible
